"supplier","region","province","site_name","site_id","province_id","location_id","ccpero","red_id","orden_id","longitude","latitude","utm_easting","utm_northing","s2cell_18","node_name","root_element","cell_name","egnodeb_rnc_id","bsc_rnc","mcc","mnc","lac_tac","ci","bsic_sc_pci","dl_arfcn","tch_list","azimuth","beamwidth","transmit_power","antenna_model","dw_mechanical","dw_electrical","height","is_active","band","is_indoor","is_small_cell","sector_type","town","sector_id","tech_id","cgi_tech","pilot_power","dl_bwidth","registration_date","mo_ref","mo_ref_keys","dl_arfcn_ssb"
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 41 1","41","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","TURO_PUTGET_080149701_020","80027","","214","7","8662","20","161","1301","","135","69","46.1","ASI4518R39v07_1800_10","4","10","33.97","1","1800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014972","4","204869324","12.3082","20000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,EUtranCellFDD=TURO_PUTGET_080149701_020","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 40 1","40","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","TURO_PUTGET_080149701_021","80027","","214","7","8662","21","343","6400","","135","67","45.8","ASI4518R39v07_800_6","4","6","33.97","1","800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014972","4","204869334","15.0185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,EUtranCellFDD=TURO_PUTGET_080149701_021","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 43 1","43","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","TURO_PUTGET_080149701_023","80027","","214","7","8662","23","448","3600","","180","62","45.8","ASI4518R39v07_900_6","0","6","34.8","1","900","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014972","4","204869354","15.0185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,EUtranCellFDD=TURO_PUTGET_080149701_023","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 44 1","44","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","TURO_PUTGET_080149701_024","80027","","214","7","8662","24","50","550","","135","64","45.3","ASI4518R39v07_2100_10","4","10","33.97","1","2100","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014972","4","204869364","14.5185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,EUtranCellFDD=TURO_PUTGET_080149701_024","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 41 1","41","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","TURO_PUTGET_080149701_030","80027","","214","7","8662","30","12","1301","","210","69","46.1","ASI4518R39v07_1800_10","4","10","33.97","1","1800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014973","4","204869424","12.3082","20000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,EUtranCellFDD=TURO_PUTGET_080149701_030","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 40 1","40","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","TURO_PUTGET_080149701_031","80027","","214","7","8662","31","111","6400","","210","67","45.8","ASI4518R39v07_800_6","4","6","33.97","1","800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014973","4","204869434","15.0185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,EUtranCellFDD=TURO_PUTGET_080149701_031","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 43 1","43","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","TURO_PUTGET_080149701_033","80027","","214","7","8662","33","392","3600","","290","62","45.8","ASI4518R39v07_900_6","0","0","34.8","1","900","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014973","4","204869454","15.0185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,EUtranCellFDD=TURO_PUTGET_080149701_033","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 44 1","44","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","TURO_PUTGET_080149701_034","80027","","214","7","8662","34","12","550","","210","64","45.3","ASI4518R39v07_2100_10","4","10","33.97","1","2100","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014973","4","204869464","14.5185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,EUtranCellFDD=TURO_PUTGET_080149701_034","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 46 1","46","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","IOT_TURO_PUTGET_080149701_016","80027","","214","7","8669","16","20","6400","","310","67","","ASI4518R39v07_800_6","4","6","33.97","1","800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014971","4","204869284","","200","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,NbIotCell=IOT_TURO_PUTGET_080149701_016","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/NbIotCell",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 46 1","46","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","IOT_TURO_PUTGET_080149701_026","80027","","214","7","8669","26","343","6400","","135","67","","ASI4518R39v07_800_6","4","6","33.97","1","800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014972","4","204869384","","200","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,NbIotCell=IOT_TURO_PUTGET_080149701_026","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/NbIotCell",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 46 1","46","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","IOT_TURO_PUTGET_080149701_036","80027","","214","7","8669","36","111","6400","","210","67","","ASI4518R39v07_800_6","4","6","33.97","1","800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014973","4","204869484","","200","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,ENodeBFunction=1,NbIotCell=IOT_TURO_PUTGET_080149701_036","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/NbIotCell",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 41 1","41","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","VIA_JULIA_080262901_010","80536","","214","7","8662","10","360","1301","","70","70","48.8","ASI4518R39v06_1800_7","0","5","21.8","1","1800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026291","4","206172264","15.0082","20000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,EUtranCellFDD=VIA_JULIA_080262901_010","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 40 1","40","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","VIA_JULIA_080262901_011","80536","","214","7","8662","11","74","6400","","70","68","45.8","ASI4518R39v06_800_10","0","5","21.8","1","800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026291","4","206172274","15.0185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,EUtranCellFDD=VIA_JULIA_080262901_011","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 42 1","42","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","VIA_JULIA_080262901_012","80536","","214","7","8662","12","450","2850","","70","58","48.8","ASI4518R39v06_2600_7","0","3.5","21.8","1","2600","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026291","4","206172284","15.0082","20000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,EUtranCellFDD=VIA_JULIA_080262901_012","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 43 1","43","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","VIA_JULIA_080262901_013","80536","","214","7","8662","13","441","3600","","70","66","45.8","ASI4518R39v06_900_10","0","5","22.36","1","900","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026291","4","206172294","15.0185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,EUtranCellFDD=VIA_JULIA_080262901_013","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 44 1","44","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","VIA_JULIA_080262901_014","80536","","214","7","8662","14","309","550","","70","65","45.8","ASI4518R39v06_2100_7","0","5","21.8","1","2100","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026291","4","206172304","15.0185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,EUtranCellFDD=VIA_JULIA_080262901_014","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 41 1","41","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","VIA_JULIA_080262901_020","80536","","214","7","8662","20","425","1301","","180","70","48.8","ASI4518R39v06_1800_7","0","6","21.8","1","1800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026292","4","206172364","15.0082","20000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,EUtranCellFDD=VIA_JULIA_080262901_020","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 40 1","40","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","VIA_JULIA_080262901_021","80536","","214","7","8662","21","331","6400","","180","68","45.8","ASI4518R39v06_800_5","0","6","21.8","1","800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026292","4","206172374","15.0185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,EUtranCellFDD=VIA_JULIA_080262901_021","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 42 1","42","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","VIA_JULIA_080262901_022","80536","","214","7","8662","22","34","2850","","180","58","48.8","ASI4518R39v06_2600_2","0","3.5","21.8","1","2600","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026292","4","206172384","15.0082","20000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,EUtranCellFDD=VIA_JULIA_080262901_022","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 43 1","43","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","VIA_JULIA_080262901_023","80536","","214","7","8662","23","169","3600","","180","66","45.8","ASI4518R39v06_900_5","0","6","22.36","1","900","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026292","4","206172394","15.0185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,EUtranCellFDD=VIA_JULIA_080262901_023","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 44 1","44","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","VIA_JULIA_080262901_024","80536","","214","7","8662","24","29","550","","180","65","45.8","ASI4518R39v06_2100_7","0","6","21.8","1","2100","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026292","4","206172404","15.0185","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,EUtranCellFDD=VIA_JULIA_080262901_024","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/EUtranCellFDD",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 46 1","46","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","IOT_VIA_JULIA_080262901_016","80536","","214","7","8669","16","74","6400","","70","68","","ASI4518R39v06_800_10","0","5","21.8","1","800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026291","4","206172324","","200","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,NbIotCell=IOT_VIA_JULIA_080262901_016","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/NbIotCell",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","8 2629 46 1","46","1","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","MSR_B_VIA_JULIA_01","IOT_VIA_JULIA_080262901_026","80536","","214","7","8669","26","331","6400","","180","68","","ASI4518R39v06_800_5","0","6","21.8","1","800","0","","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N3500","BARCELONA","8026292","4","206172424","","200","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_VIA_JULIA_01,ManagedElement=MSR_B_VIA_JULIA_01,ENodeBFunction=1,NbIotCell=IOT_VIA_JULIA_080262901_026","SubNetwork/SubNetwork/MeContext/ManagedElement/ENodeBFunction/NbIotCell",""
