cell	metric	cgi	historical_days_available	insufficient_history	activity_criteria	modulator_kpi	value_modulator_kpi	insufficient_rops	num_rops_available	timestamp	timespan	year	month	day
ALCALA_LA_REAL_ER_230000501_011	avg_cell_dl_throughput	2,1407E+14	null	false	true	avg_cell_dl_throughput <= 3000	16.032.975.093.423.300	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
ALCALA_LA_REAL_ER_230000501_011	avg_cell_ul_throughput	2,1407E+14	null	false	true	avg_cell_ul_throughput <= 800	1.159.934.247.146.510	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
ALCALA_LA_REAL_ER_230000501_011	pct_bcr	2,1407E+14	null	false	true	pct_bcr_volte >= 3	0	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
ALCALA_LA_REAL_ER_230000501_011	pct_bcr_volte	2,1407E+14	null	false	true	lte_volte_calls >= 500	327	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
ALCALA_LA_REAL_ER_230000501_011	pct_nsa_data_bcr	2,1407E+14	null	false	true	nr_add_attempts >= 4000	1077	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
ALCALA_LA_REAL_ER_230000501_011	pct_volte_dcr	2,1407E+14	null	false	true	lte_volte_calls >= 500	327	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
ALCALA_LA_REAL_ER_230000501_011	volte_traffic_er	2,1407E+14	null	false	true	volte_traffic_er <= 0.5	10.245.277.777.777.700	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
AVE_FATIMA_140010901_031	avg_cell_dl_throughput	2,1407E+14	null	false	true	avg_cell_dl_throughput <= 3000	11.388.791.594.046.800	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
AVE_FATIMA_140010901_031	avg_cell_ul_throughput	2,1407E+14	null	false	true	avg_cell_ul_throughput <= 800	18.247.957.175.025.400	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
AVE_FATIMA_140010901_031	pct_bcr	2,1407E+14	null	false	true	pct_bcr_volte >= 3	0	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
AVE_FATIMA_140010901_031	pct_bcr_volte	2,1407E+14	null	false	true	pct_bcr_volte > 1	0	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
AVE_FATIMA_140010901_031	pct_nsa_data_bcr	2,1407E+14	null	false	true	nr_add_attempts >= 4000	3628	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
AVE_FATIMA_140010901_031	pct_volte_dcr	2,1407E+14	null	false	true	pct_bcr_volte > 1	0	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
AVE_FATIMA_140010901_031	volte_traffic_er	2,1407E+14	null	false	true	volte_traffic_er <= 0.5	4.965.277.777.777.770	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
CREVILLEN_ACCESOS_EB_030014101_013	avg_cell_dl_throughput	2,1407E+14	null	false	true	avg_cell_dl_throughput <= 3000	1.882.971.278.058.160	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
CREVILLEN_ACCESOS_EB_030014101_013	avg_cell_ul_throughput	2,1407E+14	null	false	true	avg_cell_ul_throughput <= 800	14.579.168.499.693.800	false	null	2026-02-27T00:00:00.000+00:00	1	2026	2	27
